text,rating,Anonymized_Text,Masked_Text,Classification_Result
A place that makes unorthodox burgers in Samsun. The hamburger bread is big and wide with lots of sesame seeds.,4,A place that makes unorthodox burgers in <LOCATION_6>. The hamburger bread is big and wide with lots of sesame seeds.,A place that makes unorthodox burgers in <LOCATION_6>. The hamburger bread is big and wide with lots of sesame seeds.,POSITIVE
It's a very nice place; the hamburger is very nice. The staff is very good; there is a children's playground,5,It's a very nice place; the hamburger is very nice. The staff is very good; there is a children's playground,It's a very nice place; the hamburger is very nice. The staff is very good; there is a children's playground,POSITIVE
The place is nice; the waiters work sulkily. The location; service and presentation are beautiful. And his hamburger might be the most mediocre hamburger I've ever had. There is no meat taste in the meatball.,2,The place is nice; the waiters work sulkily. The location; service and presentation are beautiful. And his hamburger might be the most mediocre hamburger I've ever had. There is no meat taste in the meatball.,The place is nice; the waiters work sulkily. The location; service and presentation are beautiful. And his hamburger might be the most mediocre hamburger I've ever had. There is no meat taste in the meatball.,POSITIVE
Mushroom burger the meat stays thin inside the huge burger bread; and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread.,3,Mushroom burger the meat stays thin inside the huge burger bread; and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread.,Mushroom burger the meat stays thin inside the huge burger bread; and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread.,NEGATIVE
They have really saturated menus. The prices are very good; and as a place with a very nice interior and exterior decor with sea views; I would definitely recommend it at the same time.,5,They have really saturated menus. The prices are very good; and as a place with a very nice interior and exterior decor with sea views; I would definitely recommend it at the same time.,They have really saturated menus. The prices are very good; and as a place with a very nice interior and exterior decor with sea views; I would definitely recommend it at the same time.,POSITIVE
I never liked the service very bad; when we brought the wrong burger and returned it; we had to wait that much longer. The potatoes were terrible; the only onion rings and mushrooms were beautiful. I will never go to this place again.,1,I never liked the service very bad; when we brought the wrong burger and returned it; we had to wait that much longer. The potatoes were terrible; the only onion rings and mushrooms were beautiful. I will never go to this place again.,I never liked the service very bad; when we brought the wrong burger and returned it; we had to wait that much longer. The potatoes were terrible; the only onion rings and mushrooms were beautiful. I will never go to this place again.,NEGATIVE
The burger is successful; but the service is very slow; I came to the place 2 times; they bring the order incorrectly.,3,The burger is successful; but the service is very slow; I came to the place 2 times; they bring the order incorrectly.,The burger is successful; but the service is very slow; I came to the place 2 times; they bring the order incorrectly.,NEGATIVE
The menu content is beautifully varied and satisfying.,5,The menu content is beautifully varied and satisfying.,The menu content is beautifully varied and satisfying.,POSITIVE
The price was not right; I bought a 2-piece menu; the burger and bread did not taste good.,2,The price was not right; I bought a 2-piece menu; the burger and bread did not taste good.,The price was not right; I bought a 2-piece menu; the burger and bread did not taste good.,NEGATIVE
The prices were generally reasonable; the tastes were also good enough.,4,The prices were generally reasonable; the tastes were also good enough.,The prices were generally reasonable; the tastes were also good enough.,POSITIVE
The menus offered by the friendly staff are something else; the flavors we have tasted.,5,The menus offered by the friendly staff are something else; the flavors we have tasted.,The menus offered by the friendly staff are something else; the flavors we have tasted.,POSITIVE
"I would like to thank the service in Fethiye branch and especially Mr. Samet; the official here, for his interest and relevance.",4,"I would like to thank the service in <LOCATION_5> branch and especially Mr. <PERSON_3>; the official here, for his interest and relevance.","I would like to thank the service in <LOCATION_5> branch and especially Mr. <PERSON_3>; the official here, for his interest and relevance.",POSITIVE
The menu is incomplete; not much; usually a disaster with happy sweet toys; felt-tip pens and a few cardboard coloring pages.,3,The menu is incomplete; not much; usually a disaster with happy sweet toys; felt-tip pens and a few cardboard coloring pages.,The menu is incomplete; not much; usually a disaster with happy sweet toys; felt-tip pens and a few cardboard coloring pages.,NEGATIVE
Taste is exactly the same as in classic hamburgers; prices are extra high.,4,Taste is exactly the same as in classic hamburgers; prices are extra high.,Taste is exactly the same as in classic hamburgers; prices are extra high.,POSITIVE
Every time I come to Fethiye; I stop by and fill my stomach with pleasure.,4,Every time I come to <LOCATION_5>; I stop by and fill my stomach with pleasure.,Every time I come to <LOCATION_5>; I stop by and fill my stomach with pleasure.,POSITIVE
In general; everything was good; but the tables were not collected during the 35-45 minutes I was there. It was messy inside.,4,In general; everything was good; but the tables were not collected during the 35-45 minutes I was there. It was messy inside.,In general; everything was good; but the tables were not collected during the 35-45 minutes I was there. It was messy inside.,NEGATIVE
The ambiance of the place looks a bit old.,3,The ambiance of the place looks a bit old.,The ambiance of the place looks a bit old.,NEGATIVE
